;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Relative permittivity at zero frequency;Relative permittivity at zero frequency_std
1198652;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;285.65;101.325;31.14;0.05
1198653;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;288.15;101.325;30.86;0.05
1198654;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;290.65;101.325;30.57;0.05
1198655;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;293.15;101.325;30.28;0.05
1198656;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;295.65;101.325;30.0;0.05
1198657;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;298.15;101.325;29.71;0.05
1198658;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;300.65;101.325;29.45;0.05
1198659;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;303.15;101.325;29.18;0.05
1198660;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;305.65;101.325;28.92;0.05
1198661;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;308.15;101.325;28.67;0.05
1198662;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;310.65;101.325;28.42;0.05
1198663;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;313.15;101.325;28.17;0.05
1198664;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;315.65;101.325;27.94;0.05
1198665;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;318.15;101.325;27.68;0.05
1198666;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;320.65;101.325;27.46;0.05
1198667;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;323.15;101.325;27.23;0.05
1198668;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;325.65;101.325;27.0;0.05
1198669;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;328.15;101.325;26.77;0.05
1198670;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;330.65;101.325;26.56;0.05
1198671;je300958c;heptanedinitrile;N#CCCCCCC#N;646-20-8;InChIKey=LLEVMYXEJUDBTA-UHFFFAOYSA-N;333.15;101.325;26.32;0.05
1198672;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;273.15;101.325;28.23;0.05
1198673;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;275.65;101.325;28.0;0.05
1198674;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;278.15;101.325;27.77;0.05
1198675;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;280.65;101.325;27.52;0.05
1198676;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;283.15;101.325;27.29;0.05
1198677;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;285.65;101.325;27.06;0.05
1198678;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;288.15;101.325;26.82;0.05
1198679;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;290.65;101.325;26.6;0.05
1198680;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;293.15;101.325;26.36;0.05
1198681;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;295.65;101.325;26.16;0.05
1198682;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;298.15;101.325;25.94;0.05
1198683;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;300.65;101.325;25.75;0.05
1198684;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;303.15;101.325;25.55;0.05
1198685;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;305.65;101.325;25.32;0.05
1198686;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;308.15;101.325;25.11;0.05
1198687;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;310.65;101.325;24.94;0.05
1198688;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;313.15;101.325;24.74;0.05
1198689;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;315.65;101.325;24.55;0.05
1198690;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;318.15;101.325;24.37;0.05
1198691;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;320.65;101.325;24.2;0.05
1198692;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;323.15;101.325;24.0;0.05
1198693;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;325.65;101.325;23.8;0.05
1198694;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;328.15;101.325;23.63;0.05
1198695;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;330.65;101.325;23.47;0.05
1198696;je300958c;suberonitrile;N#CCCCCCCC#N;929-57-7;InChIKey=BTNXBLUGMAMSSH-UHFFFAOYSA-N;333.15;101.325;23.3;0.05
1227650;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;291.15;101.0;47.15;0.05
1227651;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;293.15;101.0;47.09;0.05
1227652;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;295.15;101.0;46.84;0.05
1227653;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;297.15;101.0;46.64;0.05
1227654;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;299.15;101.0;46.39;0.05
1227655;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;301.15;101.0;46.18;0.05
1227656;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;303.15;101.0;45.94;0.05
1227657;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;305.15;101.0;45.63;0.05
1227658;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;307.15;101.0;45.39;0.05
1227659;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;309.15;101.0;45.14;0.05
1227660;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;311.15;101.0;44.88;0.05
1227661;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;313.15;101.0;44.64;0.05
1227662;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;315.15;101.0;44.34;0.05
1227663;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;317.15;101.0;44.11;0.05
1227664;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;319.15;101.0;43.87;0.05
1227665;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;321.15;101.0;43.58;0.05
1227666;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;323.15;101.0;43.31;0.05
1227667;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;325.15;101.0;43.07;0.05
1227668;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;327.15;101.0;42.78;0.05
1227669;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;329.15;101.0;42.56;0.05
1227670;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;331.15;101.0;42.27;0.05
1227671;je400149j;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;333.15;101.0;42.0;0.05
1227673;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;273.15;101.0;87.0;0.05
1227674;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;275.15;101.0;86.36;0.05
1227675;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;277.15;101.0;85.67;0.05
1227676;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;279.15;101.0;84.84;0.05
1227677;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;281.15;101.0;84.25;0.05
1227678;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;283.15;101.0;83.37;0.05
1227679;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;285.15;101.0;82.73;0.05
1227680;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;287.15;101.0;82.02;0.05
1227681;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;289.15;101.0;81.33;0.05
1227682;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;291.15;101.0;80.65;0.05
1227683;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;79.98;0.05
1227684;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;295.15;101.0;79.32;0.05
1227685;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;297.15;101.0;78.42;0.05
1227686;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;299.15;101.0;77.85;0.05
1227687;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;301.15;101.0;77.29;0.05
1227688;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;76.61;0.05
1227689;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;305.15;101.0;75.95;0.05
1227690;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;307.15;101.0;75.3;0.05
1227691;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;309.15;101.0;74.65;0.05
1227692;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;311.15;101.0;73.97;0.05
1227693;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;313.15;101.0;73.29;0.05
1227694;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;315.15;101.0;72.68;0.05
1227695;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;317.15;101.0;72.09;0.05
1227696;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;319.15;101.0;71.44;0.05
1227697;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;321.15;101.0;70.76;0.05
1227698;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;323.15;101.0;70.14;0.05
1227699;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;325.15;101.0;69.54;0.05
1227700;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;327.15;101.0;68.94;0.05
1227701;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;329.15;101.0;68.3;0.05
1227702;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;331.15;101.0;67.68;0.05
1227703;je400149j;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;333.15;101.0;67.07;0.05
1368408;je600515j;iminodiethanol;OCCNCCO;61791-44-4;InChIKey=ZBCBWPMODOFKDW-UHFFFAOYSA-N;303.15;101.325;24.69;0.2469
1368409;je600515j;iminodiethanol;OCCNCCO;61791-44-4;InChIKey=ZBCBWPMODOFKDW-UHFFFAOYSA-N;308.15;101.325;24.3;0.243
1368410;je600515j;iminodiethanol;OCCNCCO;61791-44-4;InChIKey=ZBCBWPMODOFKDW-UHFFFAOYSA-N;313.15;101.325;23.86;0.2386
1368411;je600515j;iminodiethanol;OCCNCCO;61791-44-4;InChIKey=ZBCBWPMODOFKDW-UHFFFAOYSA-N;318.15;101.325;23.28;0.2328
1368412;je600515j;iminodiethanol;OCCNCCO;61791-44-4;InChIKey=ZBCBWPMODOFKDW-UHFFFAOYSA-N;323.15;101.325;22.63;0.2263
1368413;je600515j;iminodiethanol;OCCNCCO;61791-44-4;InChIKey=ZBCBWPMODOFKDW-UHFFFAOYSA-N;328.15;101.325;22.13;0.2213
1368414;je600515j;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;303.15;101.325;13.87;0.1387
1368415;je600515j;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;308.15;101.325;13.75;0.1375
1368416;je600515j;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;313.15;101.325;13.62;0.1362
1368417;je600515j;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;318.15;101.325;13.49;0.1349
1368418;je600515j;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;323.15;101.325;13.36;0.1336
1368419;je600515j;diisopropanolamine;CC(O)CNCC(C)O;110-97-4;InChIKey=LVTYICIALWPMFW-UHFFFAOYSA-N;328.15;101.325;13.26;0.1326
1368420;je600515j;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;303.15;101.325;21.84;0.2184
1368421;je600515j;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;308.15;101.325;21.33;0.2133
1368422;je600515j;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;313.15;101.325;20.83;0.2083
1368423;je600515j;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;318.15;101.325;20.32;0.2032
1368424;je600515j;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;323.15;101.325;19.79;0.1979
1368425;je600515j;N-methyldiethanolamine;CN(CCO)CCO;105-59-9;InChIKey=CRVGTESFCCXCTH-UHFFFAOYSA-N;328.15;101.325;19.28;0.1928
1368426;je600515j;2,2',2''-nitrilotriethanol;OCCN(CCO)CCO;126068-67-5;InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N;303.15;101.325;28.11;0.2811
1368427;je600515j;2,2',2''-nitrilotriethanol;OCCN(CCO)CCO;126068-67-5;InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N;308.15;101.325;27.41;0.2741
1368428;je600515j;2,2',2''-nitrilotriethanol;OCCN(CCO)CCO;126068-67-5;InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N;313.15;101.325;26.73;0.2673
1368429;je600515j;2,2',2''-nitrilotriethanol;OCCN(CCO)CCO;126068-67-5;InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N;318.15;101.325;26.07;0.2607
1368430;je600515j;2,2',2''-nitrilotriethanol;OCCN(CCO)CCO;126068-67-5;InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N;323.15;101.325;25.41;0.2541
1368431;je600515j;2,2',2''-nitrilotriethanol;OCCN(CCO)CCO;126068-67-5;InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N;328.15;101.325;24.8;0.248
1368432;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;303.15;101.325;20.59;0.2059
1368433;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;308.15;101.325;20.11;0.2011
1368434;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;313.15;101.325;19.69;0.1969
1368435;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;318.15;101.325;19.27;0.1927
1368436;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;323.15;101.325;18.88;0.1888
1368437;je600515j;2-amino-2-methyl-1-propanol;CC(C)(N)CO;189832-99-3;InChIKey=CBTVGIZVANVGBH-UHFFFAOYSA-N;328.15;101.325;18.37;0.1837
1368438;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;303.15;101.325;27.87;0.2787
1368439;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;308.15;101.325;27.13;0.2713
1368440;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;313.15;101.325;26.43;0.2643
1368441;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;318.15;101.325;25.76;0.2576
1368442;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;323.15;101.325;25.08;0.2508
1368443;je600515j;1,2-propanediol;CC(O)CO;57-55-6;InChIKey=DNIAPMSPPWPWGF-UHFFFAOYSA-N;328.15;101.325;24.57;0.2457
1441979;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.53;170.0;2.17781;0.0003
1441980;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.78;1140.0;2.34185;0.0003
1441981;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;320.66;1140.0;2.33114;0.0003
1441982;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.53;1140.0;2.32241;0.0003
1441983;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;2170.0;2.34366;0.0003
1441984;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;2170.0;2.32435;0.0003
1441985;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.35;2170.0;2.2919;0.0003
1441986;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.45;2170.0;2.25261;0.0003
1441987;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.69;2170.0;2.41272;0.0003
1441988;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.53;2170.0;2.18342;0.0003
1441990;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;3200.0;2.32625;0.0003
1441991;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;3200.0;2.34545;0.0003
1441992;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.77;4240.0;2.41409;0.0003
1441993;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;4240.0;2.34729;0.0003
1441994;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;4240.0;2.32811;0.0003
1441995;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.38;4240.0;2.29596;0.0003
1441996;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.45;4240.0;2.25717;0.0003
1441997;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.59;4240.0;2.18899;0.0003
1441999;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.38;6310.0;2.29992;0.0003
1442000;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.44;6310.0;2.26156;0.0003
1442001;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.81;6310.0;2.41721;0.0003
1442002;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.54;6310.0;2.33179;0.0003
1442003;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.61;6310.0;2.19431;0.0003
1442004;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.79;6310.0;2.35078;0.0003
1442006;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.52;8370.0;2.26578;0.0003
1442007;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;315.78;8370.0;2.35428;0.0003
1442008;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.83;8370.0;2.4202;0.0003
1442009;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.63;8370.0;2.19969;0.0003
1442010;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.39;8370.0;2.3038;0.0003
1442011;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.58;8370.0;2.33528;0.0003
1442013;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;357.54;12510.0;2.274;0.0003
1442014;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;339.41;12510.0;2.31127;0.0003
1442015;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;290.87;12510.0;2.42629;0.0003
1442016;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;390.65;12510.0;2.20969;0.0003
1442017;je7006692;toluene;Cc1ccccc1;3101-08-4;InChIKey=YXFVVABEGXRONW-UHFFFAOYSA-N;324.61;12510.0;2.34222;0.0003
