;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Molar heat capacity at constant pressure, J/K/mol;Molar heat capacity at constant pressure, J/K/mol_std
251773;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;334.56;101.325;287.345664;0.574691328
251774;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;338.32;101.325;289.923128;0.579846256
251775;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;342.07;101.325;292.334304;0.584668608
251776;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;345.8;101.325;294.828624;0.589657248
251777;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;349.52;101.325;296.82408;0.59364816
251778;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;300.79;101.325;273.12804;0.54625608
251779;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;304.68;101.325;274.541488;0.549082976
251780;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;308.57;101.325;275.705504;0.551411008
251781;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;312.43;101.325;277.202096;0.554404192
251782;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;316.31;101.325;278.5324;0.5570648
251783;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;320.02;101.325;279.945848;0.559891696
251784;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;323.89;101.325;281.44244;0.56288488
251785;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;327.74;101.325;283.022176;0.566044352
251786;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;331.59;101.325;285.267064;0.570534128
251787;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;335.41;101.325;288.010816;0.576021632
251788;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;339.23;101.325;290.505136;0.581010272
251789;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;343.02;101.325;292.750024;0.585500048
251790;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;346.79;101.325;295.244344;0.590488688
251791;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;350.54;101.325;297.489232;0.594978464
251792;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;335.41;101.325;288.010816;0.576021632
251886;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;255.43;101.325;249.598288;0.499196576
251887;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;260.0;101.325;252.009464;0.504018928
251888;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;270.0;101.325;257.164392;0.514328784
251889;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;280.0;101.325;262.485608;0.524971216
251890;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;290.0;101.325;267.973112;0.535946224
251891;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;298.15;101.325;271.88088;0.54376176
251892;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;300.0;101.325;272.629176;0.545258352
251893;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;310.0;101.325;276.287512;0.552575024
251894;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;320.0;101.325;279.77956;0.55955912
251895;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;330.0;101.325;284.435624;0.568871248
251896;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;340.0;101.325;290.837712;0.581675424
251897;j.jct.2011.12.010;benzene, neopentyl-;CC(C)(C)Cc1ccccc1;1007-26-7;InChIKey=CJGXJKVMUHXVHL-UHFFFAOYSA-N;350.0;101.325;296.990368;0.593980736
252331;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;353.41;101.325;386.90030352;1.55381648
252332;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;355.11;101.325;388.45412;1.55381648
252333;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;356.8;101.325;389.03680118;1.55381648
252334;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;358.41;101.325;389.81370942;1.55381648
252335;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;360.1;101.325;390.3963906;1.55381648
252336;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;361.82;101.325;391.17329884;1.55381648
252337;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;363.51;101.325;391.75598002;1.55381648
252338;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;365.21;101.325;392.53288826;1.55381648
252339;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;366.81;101.325;392.92134238;1.55381648
252340;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;368.41;101.325;393.69825062;1.55381648
252341;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;370.1;101.325;394.08670474;1.55381648
252342;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;371.82;101.325;394.66938592;1.55381648
252343;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;373.51;101.325;395.2520671;1.55381648
252344;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;375.2;101.325;395.83474828;1.55381648
252345;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;376.92;101.325;396.41742946;1.55381648
252346;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;378.61;101.325;397.00011064;1.55381648
252347;j.jct.2011.12.015;4-(butoxycarbonyl)phenol;CCCCOC(=O)c1ccc(O)cc1;94-26-8;InChIKey=QFOHBWFCKVYLES-UHFFFAOYSA-N;379.87;101.325;397.38856476;1.55381648
256895;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;293.15;10000.0;873.5;4.3675
256896;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;293.15;20000.0;868.5;4.3425
256897;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;293.15;30000.0;865.5;4.3275
256899;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;313.15;10000.0;898.9;4.4945
256900;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;313.15;20000.0;896.4;4.482
256901;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;313.15;30000.0;893.4;4.467
256903;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;333.15;10000.0;940.8;4.704
256904;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;333.15;20000.0;936.1;4.6805
256905;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;333.15;30000.0;929.3;4.6465
256907;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;353.15;10000.0;973.7;4.8685
256908;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;353.15;20000.0;963.2;4.816
256909;j.jct.2012.01.011;2,6,10,15,19,23-hexamethyltetracosane;CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C;111-01-3;InChIKey=PRAKJMSDJKAYCZ-UHFFFAOYSA-N;353.15;30000.0;959.8;4.799
256911;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;293.15;10000.0;701.5;3.5075
256912;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;293.15;20000.0;699.9;3.4995
256913;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;293.15;30000.0;699.6;3.498
256915;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;313.15;10000.0;724.9;3.6245
256916;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;313.15;20000.0;723.0;3.615
256917;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;313.15;30000.0;722.0;3.61
256919;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;333.15;10000.0;750.0;3.75
256920;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;333.15;20000.0;747.5;3.7375
256921;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;333.15;30000.0;746.0;3.73
256923;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;353.15;10000.0;770.5;3.8525
256924;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;353.15;20000.0;767.9;3.8395
256925;j.jct.2012.01.011;phthalic acid di(2-ethylhexyl) ester;CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC;82208-43-3;InChIKey=BJQHLKABXJIVAM-UHFFFAOYSA-N;353.15;30000.0;763.4;3.817
256927;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;293.15;10000.0;808.5;4.0425
256928;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;293.15;20000.0;805.6;4.028
256929;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;293.15;30000.0;803.0;4.015
256931;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;313.15;10000.0;843.5;4.2175
256932;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;313.15;20000.0;840.1;4.2005
256933;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;313.15;30000.0;838.4;4.192
256935;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;333.15;10000.0;875.5;4.3775
256936;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;333.15;20000.0;873.4;4.367
256937;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;333.15;30000.0;871.7;4.3585
256939;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;353.15;10000.0;909.7;4.5485
256940;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;353.15;20000.0;907.1;4.5355
256941;j.jct.2012.01.011;bis(2-ethylhexyl) sebacate;CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC;131170-17-7;InChIKey=VJHINFRRDQUWOJ-UHFFFAOYSA-N;353.15;30000.0;906.3;4.5315
260064;j.jct.2012.02.006;methyl ricinoleate;CCCCCC[C@@H](O)C\C=C/CCCCCCCC(=O)OC;141-24-2;InChIKey=XKGDWZQXVZSXAO-ADYSOMBNSA-N;298.15;101.325;696.53428086;34.826714043
262907;j.jct.2012.02.022;propanol, oxybis-;OCCCOCCCO;2396-61-4;InChIKey=SZXQTJUDPRGNJN-UHFFFAOYSA-N;303.15;101.325;328.3;0.27
262908;j.jct.2012.02.022;propanol, oxybis-;OCCCOCCCO;2396-61-4;InChIKey=SZXQTJUDPRGNJN-UHFFFAOYSA-N;313.15;101.325;335.9;0.27
262909;j.jct.2012.02.022;propanol, oxybis-;OCCCOCCCO;2396-61-4;InChIKey=SZXQTJUDPRGNJN-UHFFFAOYSA-N;323.15;101.325;342.0;0.27
262910;j.jct.2012.02.022;propanol, oxybis-;OCCCOCCCO;2396-61-4;InChIKey=SZXQTJUDPRGNJN-UHFFFAOYSA-N;333.15;101.325;348.5;0.27
262911;j.jct.2012.02.022;propanol, oxybis-;OCCCOCCCO;2396-61-4;InChIKey=SZXQTJUDPRGNJN-UHFFFAOYSA-N;343.15;101.325;355.1;0.27
262912;j.jct.2012.02.022;propanol, oxybis-;OCCCOCCCO;2396-61-4;InChIKey=SZXQTJUDPRGNJN-UHFFFAOYSA-N;353.15;101.325;362.6;0.27
287905;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;273.15;5000.0;170.8;0.854
287906;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;293.15;5000.0;178.6;0.893
287907;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;313.15;5000.0;186.6;0.933
287908;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;273.15;10000.0;168.3;0.8415
287909;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;293.15;10000.0;175.1;0.8755
287910;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;313.15;10000.0;182.9;0.9145
287911;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;273.15;15000.0;166.3;0.8315
287912;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;293.15;15000.0;172.6;0.863
287913;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;313.15;15000.0;180.4;0.902
287914;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;273.15;20000.0;165.3;0.8265
287915;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;293.15;20000.0;172.1;0.8605
287916;j.jct.2012.07.018;1-hexene;CCCCC=C;153522-12-4;InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N;313.15;20000.0;178.2;0.891
287945;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;293.15;5000.0;152.0;0.76
287946;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;313.15;5000.0;160.7;0.8035
287947;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;333.15;5000.0;169.1;0.8455
287948;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;293.15;10000.0;151.1;0.7555
287949;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;313.15;10000.0;158.8;0.794
287950;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;333.15;10000.0;166.8;0.834
287951;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;293.15;15000.0;149.9;0.7495
287952;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;313.15;15000.0;157.3;0.7865
287953;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;333.15;15000.0;164.9;0.8245
287954;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;293.15;20000.0;148.7;0.7435
287955;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;313.15;20000.0;155.9;0.7795
287956;j.jct.2012.07.018;cyclohexane;C1CCCCC1;25012-93-5;InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N;333.15;20000.0;163.4;0.817
295752;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;313.16;101.0;249.3082932;3.739624398
295753;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;318.16;101.0;252.032974;3.78049461
295754;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;323.16;101.0;254.7576548;3.821364822
295755;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;328.22;101.0;257.4823356;3.862235034
295756;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;333.22;101.0;260.2070164;3.903105246
295757;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;338.19;101.0;262.9316972;3.943975458
295758;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;343.18;101.0;265.656378;3.98484567
295759;j.jct.2012.09.012;bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-;CC1(C)C2CCC(=C)C1C2;127-91-3;InChIKey=WTARULDDTDQWMU-UHFFFAOYSA-N;348.15;101.0;268.3810588;4.025715882
