;filename;components;SMILES;CAS;InChI;Temperature, K;Pressure, kPa;Speed of sound, m/s;Speed of sound, m/s_std
250152;j.jct.2011.12.002;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;298.15;101.0;1327.32;0.21
250153;j.jct.2011.12.002;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;303.15;101.0;1310.58;0.21
250154;j.jct.2011.12.002;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;308.15;101.0;1293.86;0.21
250155;j.jct.2011.12.002;1-heptanol;CCCCCCCO;53535-33-4;InChIKey=BBMCTIGTTCKYKF-UHFFFAOYSA-N;313.15;101.0;1277.15;0.21
258174;j.jct.2012.01.022;1,2-diaminoethane;NCCN;107-15-3;InChIKey=PIICEJLVQHRZGT-UHFFFAOYSA-N;298.15;101.325;1671.6;0.1
258177;j.jct.2012.01.022;1-hexanol;CCCCCCO;25917-35-5;InChIKey=ZSIAUFGUXNUGDI-UHFFFAOYSA-N;298.15;101.325;1303.2;0.1
258180;j.jct.2012.01.022;1-octanol;CCCCCCCCO;220713-26-8;InChIKey=KBPLFHHGFOOTCA-UHFFFAOYSA-N;298.15;101.325;1347.5;0.1
258183;j.jct.2012.01.022;1-decanol;CCCCCCCCCCO;85566-12-7;InChIKey=MWKFXSUHUHTGQN-UHFFFAOYSA-N;298.15;101.325;1379.8;0.1
260074;j.jct.2012.02.007;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;293.15;101.325;1223.4;0.3
260075;j.jct.2012.02.007;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;308.15;101.325;1172.3;0.3
260076;j.jct.2012.02.007;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;323.15;101.325;1121.8;0.3
260080;j.jct.2012.02.007;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;293.15;101.325;1157.3;0.3
260081;j.jct.2012.02.007;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;308.15;101.325;1104.8;0.3
260082;j.jct.2012.02.007;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;323.15;101.325;1051.6;0.3
260086;j.jct.2012.02.007;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;293.15;101.325;1256.7;0.3
260087;j.jct.2012.02.007;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;308.15;101.325;1206.5;0.3
260088;j.jct.2012.02.007;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;323.15;101.325;1156.9;0.3
260092;j.jct.2012.02.007;butan-2-ol;CCC(C)O;4221-99-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;293.15;101.325;1229.5;0.3
260093;j.jct.2012.02.007;butan-2-ol;CCC(C)O;4221-99-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;308.15;101.325;1175.5;0.3
260094;j.jct.2012.02.007;butan-2-ol;CCC(C)O;4221-99-2;InChIKey=BTANRVKWQNVYAZ-UHFFFAOYSA-N;323.15;101.325;1120.3;0.3
260098;j.jct.2012.02.007;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;293.15;101.325;1292.5;0.3
260099;j.jct.2012.02.007;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;308.15;101.325;1242.4;0.3
260100;j.jct.2012.02.007;1-pentanol;CCCCCO;71-41-0;InChIKey=AMQJEAYHLZJPGS-UHFFFAOYSA-N;323.15;101.325;1192.8;0.3
263115;j.jct.2012.02.023;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;293.15;101.325;1118.83;0.5
263116;j.jct.2012.02.023;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;303.15;101.325;1085.99;0.5
263117;j.jct.2012.02.023;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;313.15;101.325;1053.55;0.5
263118;j.jct.2012.02.023;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;323.15;101.325;1021.53;0.5
263125;j.jct.2012.02.023;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;293.15;101.325;1160.07;0.5
263126;j.jct.2012.02.023;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;303.15;101.325;1127.2;0.5
263127;j.jct.2012.02.023;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;313.15;101.325;1093.64;0.5
263128;j.jct.2012.02.023;ethanol;CCO;121182-78-3;InChIKey=LFQSCWFLJHTTHZ-UHFFFAOYSA-N;323.15;101.325;1060.44;0.5
268124;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;298.07;15200.0;1649.19;0.5
268125;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;298.07;30390.0;1693.29;0.5
268126;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;298.08;45590.0;1735.4;0.5
268128;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.17;15200.0;1637.61;0.5
268129;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.16;30390.0;1682.44;0.5
268130;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.16;45590.0;1724.14;0.5
268131;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.16;50660.0;1738.0;0.5
268132;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;60790.0;1763.59;0.5
268133;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;70920.0;1789.35;0.5
268134;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;75990.0;1801.92;0.5
268135;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;91180.0;1837.76;0.5
268137;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.14;15200.0;1626.6;0.5
268138;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.14;30390.0;1671.64;0.5
268139;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.14;45590.0;1713.68;0.5
268140;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.15;60790.0;1753.32;0.5
268141;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.14;75990.0;1791.98;0.5
268142;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.14;91180.0;1828.23;0.5
268143;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.14;101320.0;1851.71;0.5
268145;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.09;15200.0;1614.63;0.5
268146;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.09;30390.0;1660.54;0.5
268147;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.1;45590.0;1702.95;0.5
268148;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.1;60790.0;1743.46;0.5
268149;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.1;75990.0;1782.01;0.5
268150;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.1;91180.0;1818.95;0.5
268151;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.1;101320.0;1842.07;0.5
268153;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.18;15200.0;1603.31;0.5
268154;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.17;30390.0;1649.81;0.5
268155;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.17;45590.0;1692.57;0.5
268156;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.17;60790.0;1733.36;0.5
268157;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.17;75990.0;1771.97;0.5
268158;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.18;91180.0;1809.36;0.5
268159;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.18;101320.0;1832.72;0.5
268160;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;298.15;101.325;1601.81;0.5
268161;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;303.15;101.325;1589.94;0.5
268162;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.15;101.325;1578.45;0.5
268163;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;313.15;101.325;1566.69;0.5
268164;j.jct.2012.03.013;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;318.15;101.325;1555.21;0.5
269911;j.jct.2012.03.025;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;1466.52;0.05
269912;j.jct.2012.03.025;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;293.15;101.0;1482.49;0.05
269913;j.jct.2012.03.025;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1496.69;0.05
269914;j.jct.2012.03.025;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;303.15;101.0;1509.11;0.05
269915;j.jct.2012.03.025;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;1519.78;0.05
272207;j.jct.2012.03.034;N-methyl-2-pyrrolidone;CN1CCCC1=O;26138-58-9;InChIKey=SECXISVLQFMRJM-UHFFFAOYSA-N;298.15;101.325;1552.0;0.5
272210;j.jct.2012.03.034;diethylammonium acetate;CC[NH2+]CC.CC([O-])=O;20726-63-0;InChIKey=UEHUZQKLOWYOMO-UHFFFAOYSA-N;298.15;101.325;1608.0;0.5
274441;j.jct.2012.04.020;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.0;1482.3;0.1
274442;j.jct.2012.04.020;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1496.51;0.1
274443;j.jct.2012.04.020;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.0;1519.55;0.1
274444;j.jct.2012.04.020;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;318.15;101.0;1536.42;0.1
275172;j.jct.2012.04.024;formamide;NC=O;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;303.15;101.0;1588.1;0.1
275173;j.jct.2012.04.024;formamide;NC=O;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;313.15;101.0;1565.4;0.1
275174;j.jct.2012.04.024;formamide;NC=O;23296-41-5;InChIKey=ZHNUHDYFZUAESO-UHFFFAOYSA-N;323.15;101.0;1542.7;0.1
280081;j.jct.2012.05.023;dodecane;CCCCCCCCCCCC;112-40-3;InChIKey=SNRUBQQJIBEYMU-UHFFFAOYSA-N;293.15;101.3;1297.9;0.1
280082;j.jct.2012.05.023;dodecane;CCCCCCCCCCCC;112-40-3;InChIKey=SNRUBQQJIBEYMU-UHFFFAOYSA-N;303.15;101.3;1259.5;0.1
280083;j.jct.2012.05.023;dodecane;CCCCCCCCCCCC;112-40-3;InChIKey=SNRUBQQJIBEYMU-UHFFFAOYSA-N;313.15;101.3;1221.6;0.1
280084;j.jct.2012.05.023;dodecane;CCCCCCCCCCCC;112-40-3;InChIKey=SNRUBQQJIBEYMU-UHFFFAOYSA-N;323.15;101.3;1184.4;0.1
280085;j.jct.2012.05.023;dodecane;CCCCCCCCCCCC;112-40-3;InChIKey=SNRUBQQJIBEYMU-UHFFFAOYSA-N;333.15;101.3;1147.8;0.1
280086;j.jct.2012.05.023;dodecane;CCCCCCCCCCCC;112-40-3;InChIKey=SNRUBQQJIBEYMU-UHFFFAOYSA-N;343.15;101.3;1111.8;0.1
280099;j.jct.2012.05.023;1,2,3,4-tetrahydronaphthalene;C1CCc2ccccc2C1;119-64-2;InChIKey=CXWXQJXEFPUFDZ-UHFFFAOYSA-N;293.15;101.3;1489.5;0.1
280100;j.jct.2012.05.023;1,2,3,4-tetrahydronaphthalene;C1CCc2ccccc2C1;119-64-2;InChIKey=CXWXQJXEFPUFDZ-UHFFFAOYSA-N;303.15;101.3;1450.1;0.1
280101;j.jct.2012.05.023;1,2,3,4-tetrahydronaphthalene;C1CCc2ccccc2C1;119-64-2;InChIKey=CXWXQJXEFPUFDZ-UHFFFAOYSA-N;313.15;101.3;1411.5;0.1
280102;j.jct.2012.05.023;1,2,3,4-tetrahydronaphthalene;C1CCc2ccccc2C1;119-64-2;InChIKey=CXWXQJXEFPUFDZ-UHFFFAOYSA-N;323.15;101.3;1373.6;0.1
280103;j.jct.2012.05.023;1,2,3,4-tetrahydronaphthalene;C1CCc2ccccc2C1;119-64-2;InChIKey=CXWXQJXEFPUFDZ-UHFFFAOYSA-N;333.15;101.3;1336.4;0.1
280104;j.jct.2012.05.023;1,2,3,4-tetrahydronaphthalene;C1CCc2ccccc2C1;119-64-2;InChIKey=CXWXQJXEFPUFDZ-UHFFFAOYSA-N;343.15;101.3;1299.8;0.1
281035;j.jct.2012.05.033;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.0;1496.69;0.05
281036;j.jct.2012.05.033;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;310.15;101.0;1523.2;0.05
287060;j.jct.2012.07.007;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;293.15;101.325;1442.04;0.1
287061;j.jct.2012.07.007;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;298.15;101.325;1417.81;0.1
287062;j.jct.2012.07.007;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;303.15;101.325;1397.97;0.1
287063;j.jct.2012.07.007;pyridine;c1ccncc1;152758-95-7;InChIKey=JUJWROOIHBZHMG-UHFFFAOYSA-N;308.15;101.325;1377.11;0.1
287068;j.jct.2012.07.007;2-methylpyridine;Cc1ccccn1;109-06-8;InChIKey=BSKHPKMHTQYZBB-UHFFFAOYSA-N;293.15;101.325;1400.54;0.1
287069;j.jct.2012.07.007;2-methylpyridine;Cc1ccccn1;109-06-8;InChIKey=BSKHPKMHTQYZBB-UHFFFAOYSA-N;298.15;101.325;1380.12;0.1
287070;j.jct.2012.07.007;2-methylpyridine;Cc1ccccn1;109-06-8;InChIKey=BSKHPKMHTQYZBB-UHFFFAOYSA-N;303.15;101.325;1361.02;0.1
287071;j.jct.2012.07.007;2-methylpyridine;Cc1ccccn1;109-06-8;InChIKey=BSKHPKMHTQYZBB-UHFFFAOYSA-N;308.15;101.325;1339.89;0.1
287076;j.jct.2012.07.007;3-methylpyridine;Cc1cccnc1;82005-08-1;InChIKey=ITQTTZVARXURQS-UHFFFAOYSA-N;293.15;101.325;1445.91;0.1
287077;j.jct.2012.07.007;3-methylpyridine;Cc1cccnc1;82005-08-1;InChIKey=ITQTTZVARXURQS-UHFFFAOYSA-N;298.15;101.325;1424.01;0.1
287078;j.jct.2012.07.007;3-methylpyridine;Cc1cccnc1;82005-08-1;InChIKey=ITQTTZVARXURQS-UHFFFAOYSA-N;303.15;101.325;1404.05;0.1
287079;j.jct.2012.07.007;3-methylpyridine;Cc1cccnc1;82005-08-1;InChIKey=ITQTTZVARXURQS-UHFFFAOYSA-N;308.15;101.325;1384.03;0.1
287084;j.jct.2012.07.007;4-methylpyridine;Cc1ccncc1;51010-00-5;InChIKey=FKNQCJSGGFJEIZ-UHFFFAOYSA-N;293.15;101.325;1451.06;0.1
287085;j.jct.2012.07.007;4-methylpyridine;Cc1ccncc1;51010-00-5;InChIKey=FKNQCJSGGFJEIZ-UHFFFAOYSA-N;298.15;101.325;1431.5;0.1
287086;j.jct.2012.07.007;4-methylpyridine;Cc1ccncc1;51010-00-5;InChIKey=FKNQCJSGGFJEIZ-UHFFFAOYSA-N;303.15;101.325;1410.67;0.1
287087;j.jct.2012.07.007;4-methylpyridine;Cc1ccncc1;51010-00-5;InChIKey=FKNQCJSGGFJEIZ-UHFFFAOYSA-N;308.15;101.325;1389.89;0.1
288686;j.jct.2012.07.019;butanoic acid;CCCC(O)=O;107-92-6;InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-N;293.15;101.325;1195.5;1e-05
288687;j.jct.2012.07.019;butanoic acid;CCCC(O)=O;107-92-6;InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-N;298.15;101.325;1176.9;1e-05
288688;j.jct.2012.07.019;butanoic acid;CCCC(O)=O;107-92-6;InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-N;303.15;101.325;1158.2;1e-05
288689;j.jct.2012.07.019;butanoic acid;CCCC(O)=O;107-92-6;InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-N;308.15;101.325;1139.6;1e-05
288690;j.jct.2012.07.019;butanoic acid;CCCC(O)=O;107-92-6;InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-N;313.15;101.325;1121.3;1e-05
288701;j.jct.2012.07.019;propanoic acid, 2-methyl-;CC(C)C(O)=O;79-31-2;InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N;293.15;101.325;1152.3;1e-05
288702;j.jct.2012.07.019;propanoic acid, 2-methyl-;CC(C)C(O)=O;79-31-2;InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N;298.15;101.325;1133.4;1e-05
288703;j.jct.2012.07.019;propanoic acid, 2-methyl-;CC(C)C(O)=O;79-31-2;InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N;303.15;101.325;1114.5;1e-05
288704;j.jct.2012.07.019;propanoic acid, 2-methyl-;CC(C)C(O)=O;79-31-2;InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N;308.15;101.325;1095.7;1e-05
288705;j.jct.2012.07.019;propanoic acid, 2-methyl-;CC(C)C(O)=O;79-31-2;InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N;313.15;101.325;1077.1;1e-05
288716;j.jct.2012.07.019;propanoic acid;CCC(O)=O;68990-37-4;InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-N;293.15;101.325;1165.6;1e-05
288717;j.jct.2012.07.019;propanoic acid;CCC(O)=O;68990-37-4;InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-N;298.15;101.325;1146.7;1e-05
288718;j.jct.2012.07.019;propanoic acid;CCC(O)=O;68990-37-4;InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-N;303.15;101.325;1127.7;1e-05
288719;j.jct.2012.07.019;propanoic acid;CCC(O)=O;68990-37-4;InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-N;308.15;101.325;1108.9;1e-05
288720;j.jct.2012.07.019;propanoic acid;CCC(O)=O;68990-37-4;InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-N;313.15;101.325;1090.2;1e-05
288727;j.jct.2012.07.019;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.325;1497.0;1e-05
293020;j.jct.2012.08.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;288.15;101.3;1467.33;0.01
293021;j.jct.2012.08.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;298.15;101.3;1497.73;0.01
293022;j.jct.2012.08.023;water;O;14314-42-2;InChIKey=XLYOFNOQVPJJNP-UHFFFAOYSA-N;308.15;101.3;1520.78;0.01
293889;j.jct.2012.08.026;2-pyrrolidinone;O=C1CCCN1;22580-55-8;InChIKey=HNJBEVLQSNELDL-UHFFFAOYSA-N;308.15;101.325;1599.97;0.02
293892;j.jct.2012.08.026;1,2-butanediol;CCC(O)CO;584-03-2;InChIKey=BMRWNKZVCUKKSR-UHFFFAOYSA-N;308.15;101.325;1422.61;0.02
293895;j.jct.2012.08.026;1,3-butanediol;CC(O)CCO;6290-03-5;InChIKey=PUPZLCDOIYMWBV-UHFFFAOYSA-N;308.15;101.325;1496.03;0.02
293898;j.jct.2012.08.026;1,4-butanediol;OCCCCO;110-63-4;InChIKey=WERYXYBDKMZEQL-UHFFFAOYSA-N;308.15;101.325;1577.76;0.02
294214;j.jct.2012.08.030;methanol;CO;54841-71-3;InChIKey=OKKJLVBELUTLKV-UHFFFAOYSA-N;298.15;101.325;1104.3;0.01
294217;j.jct.2012.08.030;1-propanol;CCCO;71-23-8;InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N;298.15;101.325;1205.93;0.01
294220;j.jct.2012.08.030;2-propanol;CC(C)O;8013-70-5;InChIKey=KFZMGEQAYNKOFK-UHFFFAOYSA-N;298.15;101.325;1138.71;0.01
294223;j.jct.2012.08.030;1-butanol;CCCCO;107569-51-7;InChIKey=LRHPLDYGYMQRHN-UHFFFAOYSA-N;298.15;101.325;1239.28;0.01
295232;j.jct.2012.09.003;methyl sulfoxide;C[S](C)=O;164071-41-4;InChIKey=IAZDPXIOMUYVGZ-UHFFFAOYSA-N;298.15;101.325;1490.8;0.5
295235;j.jct.2012.09.003;N,N-dimethylacetamide;CN(C)C(C)=O;127-19-5;InChIKey=FXHOOIRPVKKKFG-UHFFFAOYSA-N;298.15;101.325;1458.5;0.5
295238;j.jct.2012.09.003;N,N-dimethylformamide;CN(C)C=O;68-12-2;InChIKey=ZMXDDKWLCZADIW-UHFFFAOYSA-N;298.15;101.325;1451.7;0.5
296352;j.jct.2012.09.013;chloroform;ClC(Cl)Cl;67-66-3;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;303.0;101.325;960.0;1.92
296353;j.jct.2012.09.013;chloroform;ClC(Cl)Cl;67-66-3;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;308.0;101.325;950.8;1.9016
296354;j.jct.2012.09.013;chloroform;ClC(Cl)Cl;67-66-3;InChIKey=HEDRZPFGACZZDS-UHFFFAOYSA-N;313.0;101.325;932.4;1.8648
296361;j.jct.2012.09.013;N,N-dimethylformamide;CN(C)C=O;68-12-2;InChIKey=ZMXDDKWLCZADIW-UHFFFAOYSA-N;303.0;101.325;1442.0;2.884
296362;j.jct.2012.09.013;N,N-dimethylformamide;CN(C)C=O;68-12-2;InChIKey=ZMXDDKWLCZADIW-UHFFFAOYSA-N;308.0;101.325;1432.0;2.864
296363;j.jct.2012.09.013;N,N-dimethylformamide;CN(C)C=O;68-12-2;InChIKey=ZMXDDKWLCZADIW-UHFFFAOYSA-N;313.0;101.325;1402.0;2.804
296622;j.jct.2012.09.015;TBP;CCCCO[P](=O)(OCCCC)OCCCC;80094-39-9;InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N;298.15;101.325;1272.0;0.5
296623;j.jct.2012.09.015;TBP;CCCCO[P](=O)(OCCCC)OCCCC;80094-39-9;InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N;303.15;101.325;1255.0;0.5
296624;j.jct.2012.09.015;TBP;CCCCO[P](=O)(OCCCC)OCCCC;80094-39-9;InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N;308.15;101.325;1238.0;0.5
296625;j.jct.2012.09.015;TBP;CCCCO[P](=O)(OCCCC)OCCCC;80094-39-9;InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N;313.15;101.325;1221.0;0.5
296626;j.jct.2012.09.015;TBP;CCCCO[P](=O)(OCCCC)OCCCC;80094-39-9;InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N;318.15;101.325;1204.0;0.5
296627;j.jct.2012.09.015;TBP;CCCCO[P](=O)(OCCCC)OCCCC;80094-39-9;InChIKey=STCOOQWBFONSKY-UHFFFAOYSA-N;323.15;101.325;1188.0;0.5
296634;j.jct.2012.09.015;hexane;CCCCCC;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;298.15;101.325;1077.0;0.5
296635;j.jct.2012.09.015;hexane;CCCCCC;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;303.15;101.325;1054.0;0.5
296636;j.jct.2012.09.015;hexane;CCCCCC;92112-69-1;InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N;308.15;101.325;1032.0;0.5
